,date,open,high,low,close,volume
51,2021-05-14,126.25,127.89,125.85,127.45,81917951
52,2021-05-13,124.58,126.15,124.26,124.97,105861339
53,2021-05-12,123.4,124.64,122.25,122.77,112172282
54,2021-05-11,123.5,126.27,122.77,125.91,126142826
55,2021-05-10,129.41,129.54,126.81,126.85,88071229
56,2021-05-07,130.85,131.2582,129.475,130.21,78973273
57,2021-05-06,127.89,129.75,127.13,129.521163843,78128334
58,2021-05-05,129.2,130.45,127.97,127.883930077,84000900
59,2021-05-04,131.19,131.4899,126.7,127.63435176,137564718
60,2021-05-03,132.04,134.07,131.83,132.316441003,75135100
61,2021-04-30,131.78,133.56,131.065,131.23826267,109839466
62,2021-04-29,136.47,137.07,132.45,133.254855478,151100953
63,2021-04-28,134.31,135.02,133.08,133.354686805,107760097
64,2021-04-27,135.01,135.41,134.11,134.163320555,66015804
65,2021-04-26,134.83,135.06,133.56,134.492763935,66905069
66,2021-04-23,132.16,135.12,132.16,134.093438626,78756779
67,2021-04-22,133.04,134.15,131.41,131.71745304,84566456
68,2021-04-21,132.36,133.75,131.3001,133.274821743,68847136
69,2021-04-20,135.02,135.53,131.81,132.885479568,94812349
70,2021-04-19,133.51,135.47,133.34,134.612561527,94264215
71,2021-04-16,134.3,134.67,133.28,133.933708503,84922386
72,2021-04-15,133.82,135.0,133.64,134.273135015,89347102
73,2021-04-14,134.94,135.0,131.655,131.807301234,87222782
74,2021-04-13,132.44,134.66,131.93,134.203253086,91266545
75,2021-04-12,132.52,132.85,130.63,131.01863375,91419983
76,2021-04-09,129.8,133.04,129.47,132.770673541,106686703
77,2021-04-08,128.95,130.39,128.52,130.140118071,88844591
78,2021-04-07,125.83,127.92,125.14,127.684267423,83466716
79,2021-04-06,126.5,127.13,125.65,125.997117994,80171253
80,2021-04-05,123.87,126.1601,123.07,125.68764088,88651175
81,2021-04-01,123.66,124.18,122.49,122.792532393,75089134
82,2021-03-31,121.65,123.52,121.15,121.943966112,118323826
83,2021-03-30,120.11,120.4031,118.86,119.697761251,85671919
84,2021-03-29,121.65,122.58,120.7299,121.185248026,80819203
85,2021-03-26,120.35,121.48,118.92,121.005551637,94071234
86,2021-03-25,119.54,121.66,119.0,120.386597409,98844681
87,2021-03-24,122.82,122.9,120.065,119.887440773,88530485
88,2021-03-23,123.33,124.24,122.14,122.333308288,95467142
89,2021-03-22,120.33,123.87,120.26,123.181874569,111912284
90,2021-03-19,119.9,121.43,119.675,119.787609446,185549522
91,2021-03-18,122.88,123.18,120.32,120.326698612,121469755
92,2021-03-17,124.05,125.8599,122.336,124.549563751,111932636
93,2021-03-16,125.7,127.22,124.715,125.358197501,115227936
94,2021-03-15,121.41,124.0,120.42,123.780862532,92590555
95,2021-03-12,120.4,121.17,119.16,120.825855248,88105050
96,2021-03-11,122.54,123.21,121.26,121.754286591,103026514
97,2021-03-10,121.69,122.17,119.45,119.777626313,111943326
98,2021-03-09,119.03,122.06,118.79,120.880762478,129525780
99,2021-03-08,120.93,121.0,116.21,116.16373227,154376610
