,date,open,high,low,close,volume
225,2020-12-17,21335.52,23800.0,21230.0,22797.16,184882.47674800
226,2020-12-16,19426.43,21560.0,19278.6,21335.52,114306.33557000
227,2020-12-15,19273.69,19570.0,19050.0,19426.43,61834.36601100
228,2020-12-14,19174.99,19349.0,19000.0,19273.14,47257.20129400
229,2020-12-13,18808.69,19411.0,18711.12,19174.99,56560.82174400
230,2020-12-12,18036.53,18948.66,18020.7,18808.69,49519.97843200
231,2020-12-11,18254.81,18292.73,17572.33,18036.53,72610.72425900
232,2020-12-10,18541.29,18557.32,17911.12,18254.63,52890.67509400
233,2020-12-09,18324.11,18639.57,17650.0,18541.28,79585.55380100
234,2020-12-08,19166.9,19294.84,18200.0,18324.11,61626.94761400
235,2020-12-07,19358.67,19420.91,18902.88,19166.9,41372.29629300
236,2020-12-06,19147.66,19420.0,18857.0,19359.4,37043.09186100
237,2020-12-05,18650.51,19177.0,18500.0,19147.66,42922.74857300
238,2020-12-04,19422.34,19527.0,18565.31,18650.52,71283.66820000
239,2020-12-03,19204.08,19598.0,18867.2,19421.9,66689.39127900
240,2020-12-02,18764.96,19342.0,18330.0,19204.09,75911.01347800
241,2020-12-01,19695.87,19888.0,18001.12,18764.96,127698.76265200
242,2020-11-30,18185.0,19863.16,18184.99,19695.87,115463.46688800
243,2020-11-29,17719.84,18360.05,17517.0,18184.99,55329.01630300
244,2020-11-28,17139.53,17880.49,16865.56,17719.85,64910.69997000
245,2020-11-27,17149.47,17457.62,16438.08,17139.52,85297.02478700
246,2020-11-26,18718.83,18915.03,16188.0,17149.47,181005.24669300
247,2020-11-25,19160.0,19484.21,18500.27,18719.11,93266.57688700
248,2020-11-24,18368.01,19418.97,18018.0,19160.01,113581.50924100
249,2020-11-23,18413.88,18766.0,18000.0,18368.0,82961.50609300
250,2020-11-22,18703.8,18750.0,17610.86,18414.43,81645.73777800
251,2020-11-21,18655.66,18965.9,18308.58,18703.8,75577.45839400
252,2020-11-20,17802.81,18815.22,17740.04,18655.67,88423.01848900
253,2020-11-19,17777.75,18179.8,17335.65,17802.82,93009.56100800
254,2020-11-18,17659.38,18476.93,17214.45,17776.12,149019.78813400
255,2020-11-17,16713.08,17858.82,16538.0,17659.38,115221.40310200
256,2020-11-16,15957.0,16880.0,15864.0,16713.57,81300.67592400
257,2020-11-15,16069.56,16180.0,15774.72,15957.0,43596.84151300
258,2020-11-14,16320.04,16326.99,15670.0,16070.45,59116.34717900
259,2020-11-13,16291.85,16480.0,15952.35,16320.7,75691.88101400
260,2020-11-12,15684.25,16340.7,15440.64,16291.86,102196.35659200
261,2020-11-11,15297.21,15965.0,15272.68,15684.24,78469.74645800
262,2020-11-10,15328.41,15460.0,15072.46,15297.21,61681.91960600
263,2020-11-09,15475.1,15840.0,14805.54,15328.41,108976.33413400
264,2020-11-08,14818.3,15650.0,14703.88,15475.1,65547.17857400
265,2020-11-07,15579.93,15753.52,14344.22,14818.3,101431.20655300
266,2020-11-06,15590.02,15960.0,15166.0,15579.92,122618.19769500
267,2020-11-05,14144.01,15750.0,14093.56,15590.02,143741.52267300
268,2020-11-04,14023.53,14259.0,13525.0,14144.01,93016.98826200
269,2020-11-03,13549.63,14066.11,13284.99,14023.53,74115.63078700
270,2020-11-02,13761.49,13830.0,13195.05,13549.37,64566.42190800
271,2020-11-01,13791.0,13895.0,13603.0,13761.5,36285.64852600
272,2020-10-31,13560.1,14100.0,13411.5,13791.0,67339.23851500
273,2020-10-30,13455.69,13669.98,13115.0,13560.1,70657.77888100
274,2020-10-29,13266.4,13642.91,12920.77,13455.7,74872.60213200
275,2020-10-28,13636.16,13859.48,12888.0,13266.4,94440.56122600
276,2020-10-27,13052.15,13789.29,13019.87,13636.17,80796.55399600
277,2020-10-26,13029.64,13238.81,12765.0,13052.19,60951.67298600
278,2020-10-25,13111.73,13350.0,12888.0,13028.83,38481.57950400
279,2020-10-24,12923.06,13166.73,12870.0,13111.73,35952.20907000
280,2020-10-23,12968.84,13027.69,12720.08,12923.07,50386.99984100
281,2020-10-22,12780.75,13185.0,12678.08,12968.52,70038.82414400
282,2020-10-21,11910.0,13217.68,11886.95,12780.96,114584.45676700
283,2020-10-20,11751.46,12038.38,11677.59,11909.99,62134.75066300
284,2020-10-19,11503.14,11823.99,11407.96,11751.47,47414.53469200
285,2020-10-18,11360.31,11505.0,11346.22,11503.14,23284.04119100
286,2020-10-17,11319.24,11402.42,11255.0,11360.2,22368.91524100
287,2020-10-16,11505.13,11541.15,11200.0,11319.32,48797.74950200
288,2020-10-15,11417.89,11617.34,11250.83,11505.12,48760.71767900
289,2020-10-14,11420.57,11547.98,11280.0,11417.89,41415.10601500
290,2020-10-13,11528.24,11557.0,11300.0,11420.56,42205.28370900
291,2020-10-12,11369.02,11720.01,11172.0,11528.25,52825.28371000
292,2020-10-11,11293.22,11445.0,11221.0,11369.02,29043.85133900
293,2020-10-10,11050.64,11491.0,11050.51,11293.22,43648.03694300
294,2020-10-09,10925.44,11104.64,10829.0,11050.64,48240.07323700
295,2020-10-08,10666.4,10950.0,10530.41,10925.57,51959.69157200
296,2020-10-07,10599.65,10681.87,10546.17,10666.39,32811.99027900
297,2020-10-06,10792.2,10800.0,10525.0,10599.66,48674.74047100
298,2020-10-05,10666.62,10798.0,10615.64,10792.21,34025.76165300
299,2020-10-04,10542.07,10696.87,10517.87,10666.63,23212.00159500
300,2020-10-03,10570.4,10603.56,10496.46,10542.06,22298.22134100
301,2020-10-02,10619.13,10664.64,10374.0,10570.4,50130.39370500
302,2020-10-01,10776.59,10920.0,10437.0,10619.13,60866.33289300
303,2020-09-30,10840.58,10849.34,10665.13,10776.59,39596.02732200
304,2020-09-29,10696.11,10867.54,10635.87,10840.48,41874.89839900
305,2020-09-28,10774.26,10950.0,10626.0,10696.12,50095.25173400
306,2020-09-27,10728.59,10799.0,10594.82,10774.25,30549.48325300
307,2020-09-26,10686.57,10820.94,10644.68,10728.6,28420.83665900
308,2020-09-25,10736.33,10760.53,10556.24,10686.67,48101.11700800
309,2020-09-24,10241.46,10795.24,10190.93,10736.32,57676.61942700
310,2020-09-23,10529.61,10537.15,10136.82,10241.46,51876.56807900
311,2020-09-22,10417.22,10572.71,10353.0,10529.61,43991.23547600
